Permit Type,Street Number,Unit,Number of Existing Stories,Number of Proposed Stories,Voluntary Soft-Story Retrofit,Estimated Cost,Revised Cost,Existing Units,Proposed Units,Plansets,TIDF Compliance,Existing Construction Type,Proposed Construction Type,Supervisor District,Zipcode,Record ID
8,33,0.0,3.0,3.0,,20000.0,25000.0,12.0,12.0,0,,5.0,5.0,6.0,94103,1485667422667
8,475,,4.0,4.0,,1200000.0,1200000.0,,,2,,3.0,3.0,6.0,94107,1488461167709
8,420,,12.0,12.0,,127775.0,127775.0,,,2,,1.0,1.0,3.0,94104,1482063385563
8,839,0.0,3.0,3.0,,800.0,800.0,6.0,6.0,0,,5.0,5.0,5.0,94115,1480419403875
8,415,,61.0,61.0,,2300000.0,2500000.0,,,2,,1.0,1.0,6.0,94105,1487805495332
8,1600,,0.0,0.0,,22000.0,22000.0,0.0,0.0,2,,,,6.0,94158,1133503459578
8,303,,10.0,10.0,,500.0,500.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1485183370118
8,55,,3.0,3.0,,2500.0,0.0,0.0,0.0,2,,2.0,2.0,7.0,94118,1483911488230
8,526,,,,,630000.0,630000.0,,,2,,,,6.0,94105,1489229164512
8,8,,3.0,3.0,,15000.0,15000.0,,,2,,5.0,5.0,1.0,94118,148791896656
8,3177,,3.0,3.0,,1.0,1.0,14.0,14.0,2,,5.0,5.0,9.0,94103,1482960506542
8,28,,2.0,2.0,,30000.0,30000.0,0.0,0.0,2,,5.0,5.0,6.0,94107,1482877470415
8,56,,4.0,4.0,,1.0,37000.0,58.0,58.0,2,,5.0,5.0,3.0,94102,1482264234084
8,433,,3.0,3.0,,35000.0,42000.0,2.0,2.0,2,,5.0,5.0,5.0,94117,148077092129
8,808,,3.0,3.0,,5000.0,6000.0,14.0,14.0,2,,5.0,5.0,5.0,94117,1484064360220
8,210,,9.0,9.0,,3400.0,3400.0,0.0,0.0,2,,2.0,2.0,5.0,94102,1483614475984
8,455,0.0,5.0,5.0,,4000.0,4000.0,0.0,0.0,2,,1.0,1.0,6.0,94158,1484360471576
8,235,0.0,25.0,25.0,,1.0,1.0,0.0,0.0,2,,1.0,1.0,3.0,94104,1488112298626
8,57,,5.0,5.0,,6500.0,6500.0,116.0,116.0,0,,3.0,3.0,5.0,94102,1483761499048
8,220,,22.0,22.0,,2475.0,3620.0,0.0,0.0,2,,1.0,1.0,3.0,94104,148188466168
8,575,,40.0,40.0,,50000.0,150000.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1488133507760
8,32,,6.0,6.0,,1.0,1.0,0.0,0.0,2,,3.0,3.0,6.0,94103,1485227502582
8,2,,30.0,30.0,,10000.0,10000.0,0.0,0.0,2,,1.0,1.0,3.0,94111,148426963348
8,680,,39.0,39.0,,60000.0,75000.0,486.0,486.0,0,,1.0,1.0,6.0,94105,1483985501051
8,350,0.0,22.0,22.0,,5000.0,5000.0,0.0,0.0,2,,1.0,1.0,3.0,94104,1486627297063
8,455,,23.0,23.0,,2540.0,2540.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1487181164576
8,415,,63.0,63.0,,1.0,1.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1480757495332
8,3245,,2.0,2.0,,23000.0,23000.0,1.0,1.0,2,,5.0,5.0,4.0,94116,1487899128762
8,121,,25.0,25.0,,121943.0,239337.0,320.0,320.0,2,,1.0,1.0,6.0,94105,1481517436366
8,277,,3.0,3.0,,30000.0,40000.0,5.0,5.0,2,,5.0,5.0,6.0,94107,1502012249348
8,345,0.0,19.0,19.0,,200000.0,200000.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1480209436922
8,3335,,3.0,3.0,,36100.0,36100.0,3.0,3.0,0,,5.0,5.0,2.0,94118,148264686954
8,400,,12.0,12.0,,325000.0,325000.0,0.0,0.0,2,,1.0,1.0,3.0,94104,148738763393
8,301,,8.0,8.0,,120000.0,120000.0,0.0,0.0,2,,1.0,1.0,3.0,94111,1480424388933
8,626,,,6.0,,50000.0,50000.0,,143.0,2,,,1.0,6.0,94158,1485010505696
8,555,,17.0,17.0,,15000.0,15000.0,,,2,,1.0,1.0,3.0,94108,1485480360608
8,600,,6.0,6.0,,1.0,1.0,0.0,0.0,2,,2.0,2.0,6.0,94107,1484361165832
8,1340,802.0,8.0,8.0,,100000.0,100000.0,20.0,20.0,2,,1.0,1.0,3.0,94109,148432862700
8,88,504.0,14.0,14.0,,25000.0,25000.0,233.0,233.0,0,,1.0,1.0,6.0,94107,1484194416309
8,1455,,23.0,23.0,,361512.0,361512.0,0.0,0.0,0,,1.0,1.0,6.0,94103,1480841394002
8,2755,,0.0,4.0,,10500.0,17000.0,0.0,3.0,2,,,5.0,1.0,94118,147429991204
8,3638,,3.0,3.0,,40000.0,120000.0,6.0,6.0,2,,5.0,5.0,8.0,94110,1475680160303
8,300,,12.0,12.0,,2500.0,2500.0,0.0,0.0,2,,1.0,1.0,3.0,94104,147584266065
8,250,,2.0,2.0,,35000.0,81000.0,1.0,1.0,2,,5.0,5.0,7.0,94127,1478075155706
8,569,,2.0,2.0,,1.0,1.0,7.0,7.0,0,,5.0,5.0,9.0,94110,1474496468355
8,1,,43.0,43.0,,13522.0,13522.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1471641164604
8,1317,0.0,3.0,3.0,,60000.0,68000.0,6.0,6.0,2,,5.0,5.0,5.0,94117,1473966404512
8,111,0.0,22.0,22.0,,850000.0,850000.0,0.0,0.0,2,,1.0,1.0,3.0,94104,1474080299403
8,185,,6.0,6.0,,1000.0,1000.0,0.0,0.0,2,,1.0,1.0,6.0,94158,1472001348598
8,949,,0.0,4.0,,12000.0,12000.0,0.0,6.0,2,,,5.0,6.0,94103,1474302501329
8,1390,0.0,29.0,29.0,,500.0,500.0,448.0,448.0,2,,2.0,2.0,6.0,94102,1472247469167
8,55,0.0,25.0,25.0,,5350.0,5350.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1472913394477
8,510,,0.0,7.0,,1.0,1.0,0.0,0.0,2,,,1.0,6.0,94103,1478194369644
8,2,,30.0,30.0,,3570.0,3570.0,0.0,0.0,2,,1.0,1.0,3.0,94111,147569463348
8,18,,2.0,2.0,,1.0,1.0,0.0,0.0,2,,3.0,3.0,3.0,94108,147375369302
8,1234,0.0,4.0,4.0,,50000.0,80000.0,6.0,6.0,2,,5.0,5.0,3.0,94109,1473958295863
3,1745,,2.0,2.0,,18000.0,,2.0,2.0,2,,5.0,5.0,8.0,94117,147821893771
8,105,,4.0,4.0,,10000.0,10000.0,35.0,35.0,2,,5.0,5.0,6.0,94103,1475492499064
8,2940,,2.0,2.0,,1.0,1.0,2.0,2.0,2,,5.0,5.0,2.0,94123,147453584792
8,275,0.0,30.0,30.0,,51998.0,30000.0,0.0,0.0,2,,1.0,1.0,3.0,94104,1472783296686
8,57,,4.0,4.0,,60000.0,60000.0,6.0,6.0,2,,5.0,5.0,6.0,94103,1614953381655
8,300,,2.0,2.0,,1.0,1.0,0.0,0.0,2,,5.0,5.0,10.0,94103,1471522168159
8,555,,52.0,52.0,,2625.0,2585.0,,,2,,1.0,1.0,3.0,94104,1473703508546
8,140,,26.0,26.0,,15000.0,15000.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1476521466407
8,245,,3.0,3.0,,25000.0,30000.0,,,2,,3.0,3.0,6.0,94103,1472046156566
3,99,,,6.0,,1.0,550000.0,,193.0,2,,,1.0,11.0,94112,1629876518095
8,60,,2.0,2.0,,3500.0,3500.0,0.0,0.0,2,,3.0,3.0,3.0,94111,147715060342
8,456,0.0,26.0,26.0,,1.0,1.0,0.0,0.0,2,,1.0,1.0,3.0,94104,1473320296972
8,333,,33.0,33.0,,8738.0,8738.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1473669164589
8,22,,16.0,16.0,,1.0,3000.0,,,2,,1.0,1.0,6.0,94103,1474042497172
8,3642,,3.0,3.0,,40000.0,120000.0,6.0,6.0,2,,5.0,5.0,8.0,94110,1475857465295
8,1,,0.0,1.0,,1.0,1.0,0.0,0.0,2,,,2.0,6.0,94130,1477917488284
8,569,,2.0,2.0,,1.0,1.0,7.0,7.0,0,,5.0,5.0,9.0,94110,1474497468356
8,303,,10.0,10.0,,2500.0,2500.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1474763370118
8,455,,24.0,24.0,,3250.0,3250.0,,,2,,1.0,1.0,6.0,94105,1461893164576
8,33,,20.0,20.0,,20000.0,20000.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1465832164504
8,425,,2.0,2.0,,1.0,6000.0,0.0,0.0,2,,3.0,3.0,6.0,94107,1460473167711
8,1,,6.0,6.0,,26000.0,26000.0,,,2,,1.0,1.0,6.0,94105,1457695167171
8,601,,22.0,22.0,,31750.0,31750.0,,,2,,1.0,1.0,3.0,94108,146703166051
8,455,,23.0,23.0,,129002.0,129002.0,,,2,,1.0,1.0,6.0,94105,1457490164576
8,57,,4.0,4.0,,10000.0,0.0,6.0,6.0,2,,5.0,5.0,6.0,94103,1464489262841
8,570,302.0,4.0,4.0,,16000.0,16000.0,4.0,4.0,2,,5.0,5.0,3.0,94108,1465442392263
8,2317,,2.0,2.0,,42800.0,51260.0,,,2,,5.0,5.0,2.0,94123,1457204361973
8,301,,23.0,23.0,,45240.0,45240.0,,,2,,1.0,1.0,6.0,94105,1468620165667
8,199,,2.0,2.0,,2500.0,2500.0,1.0,1.0,0,,5.0,5.0,9.0,94110,1461448494170
8,560,,31.0,31.0,,1.0,1.0,,,2,,1.0,1.0,6.0,94105,1456532454613
8,5116,,2.0,2.0,,70000.0,70000.0,1.0,1.0,2,,5.0,5.0,10.0,94124,1454817432086
8,2800,,3.0,3.0,,5000.0,21501.0,12.0,12.0,0,,5.0,5.0,2.0,94123,1466577238305
8,1767,,3.0,3.0,,2000.0,2000.0,2.0,2.0,2,,5.0,5.0,2.0,94123,145409070679
8,181,,54.0,54.0,,1.0,48000.0,74.0,74.0,2,,1.0,1.0,6.0,94105,1458934358581
8,601,,20.0,20.0,,7500.0,1200.0,0.0,0.0,2,,1.0,1.0,3.0,94111,146828762299
8,201,,30.0,30.0,,45000.0,45000.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1454847164647
8,1,,10.0,10.0,,1.0,1.0,,,2,,1.0,1.0,3.0,94104,1455747371035
8,621,0.0,4.0,4.0,,1.0,1.0,23.0,23.0,2,,5.0,5.0,3.0,94108,1457545297762
8,1088,,1.0,1.0,,13000.0,13000.0,0.0,0.0,2,,3.0,3.0,6.0,94103,1456960164868
8,201,,17.0,17.0,,500.0,500.0,,,2,,1.0,1.0,3.0,94111,145963266080
8,427,,2.0,2.0,,1.0,6000.0,0.0,0.0,2,,3.0,3.0,6.0,94107,1460474507699
8,642,0.0,3.0,3.0,,7000.0,9348.0,6.0,6.0,2,,5.0,5.0,3.0,94109,1456417399905
8,1,,32.0,32.0,,22850.0,22850.0,,,2,,1.0,1.0,3.0,94111,146295666082
8,201,,18.0,18.0,,23180.0,24000.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1459538165689
3,1,,0.0,6.0,,16400.0,16400.0,0.0,85.0,2,,,1.0,6.0,94103,1462714374377
8,2429,,4.0,4.0,,7500.0,17500.0,,,2,,1.0,1.0,10.0,94107,1455605474576
8,3193,,3.0,3.0,,7000.0,22000.0,2.0,2.0,2,,5.0,5.0,2.0,94115,146173985670
8,455,,23.0,23.0,,8700.0,8700.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1467837164576
8,580,0.0,23.0,23.0,,5000.0,5000.0,0.0,0.0,2,,1.0,1.0,3.0,94104,1461459296596
8,1055,,4.0,4.0,,100000.0,100000.0,17.0,17.0,2,,5.0,5.0,3.0,94108,146184062954
8,1100,,3.0,3.0,,20000.0,60000.0,6.0,6.0,2,,5.0,5.0,3.0,94108,1454207232821
8,77,,35.0,35.0,,510.0,510.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1469496470230
8,2008,,3.0,3.0,,3000.0,3100.0,4.0,4.0,2,,5.0,5.0,3.0,94109,1459325283271
8,2677,,9.0,9.0,,29000.0,29000.0,33.0,33.0,2,,1.0,1.0,3.0,94109,1457543234673
8,801,,5.0,5.0,,325000.0,407628.0,,,2,,2.0,2.0,3.0,94133,146220161599
8,440,,22.0,22.0,,50000.0,50000.0,440.0,440.0,2,,1.0,1.0,3.0,94111,1617861491633
8,188,,8.0,8.0,,3000.0,3000.0,,,2,,1.0,1.0,6.0,94105,1454283164628
8,101,,22.0,22.0,,25000.0,25000.0,,,2,,1.0,1.0,6.0,94105,1458531368933
8,969,0.0,3.0,3.0,,60000.0,60000.0,14.0,14.0,2,,5.0,5.0,3.0,94109,1454318298754
8,680,,36.0,36.0,,75000.0,75000.0,486.0,486.0,0,,1.0,1.0,6.0,94105,1460638501051
8,720,,2.0,2.0,,50000.0,50000.0,,,2,,1.0,1.0,6.0,94103,1463485164762
8,575,0.0,7.0,7.0,,68000.0,68000.0,36.0,36.0,2,,2.0,2.0,5.0,94117,1468352413934
8,2350,0.0,4.0,4.0,,79000.0,79000.0,9.0,9.0,2,,5.0,5.0,2.0,94123,1470116303520
8,3259,,3.0,3.0,,1.0,1.0,2.0,2.0,2,,5.0,5.0,2.0,94115,145525286906
8,275,,30.0,30.0,,350000.0,580000.0,0.0,0.0,2,,1.0,1.0,3.0,94104,146134563386
8,1,,25.0,25.0,,20000.0,0.0,,,2,,1.0,1.0,3.0,94111,1456672289258
8,211,,18.0,18.0,,1.0,1.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1467523165680
8,851,0.0,2.0,2.0,,30000.0,30000.0,,,2,,3.0,3.0,2.0,94109,1466544466849
8,1111,,2.0,2.0,,45000.0,45000.0,,,2,,5.0,5.0,11.0,94132,1456654220630
8,1335,101.0,4.0,4.0,,10000.0,21200.0,16.0,16.0,2,,5.0,5.0,3.0,94109,1455449303539
8,1441,,4.0,4.0,,80000.0,80000.0,7.0,7.0,2,,5.0,5.0,3.0,94109,1457305236202
8,150,,3.0,3.0,,59000.0,0.0,1.0,2.0,2,,5.0,5.0,8.0,94117,1453750139160
8,3,,30.0,30.0,,8670.0,8670.0,0.0,0.0,2,,1.0,1.0,3.0,94111,146081563349
8,851,0.0,2.0,2.0,,300000.0,380000.0,0.0,0.0,2,,3.0,3.0,2.0,94109,1454020466849
8,510,,7.0,7.0,,2500000.0,2500000.0,,,2,,1.0,1.0,6.0,94103,1457817369644
8,154,,3.0,3.0,,18950.0,18950.0,6.0,6.0,0,,5.0,5.0,6.0,94103,1466410264987
8,861,,6.0,6.0,,100000.0,160000.0,60.0,60.0,2,,2.0,2.0,3.0,94109,145471067222
8,4,,40.0,40.0,,1730.0,1730.0,,,2,,1.0,1.0,3.0,94111,145557063351
8,1,,27.0,27.0,,510.0,510.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1461832164604
8,750,,,9.0,,1.0,0.0,,79.0,2,,,1.0,6.0,94107,1455702165843
8,1,,40.0,40.0,,1000.0,1000.0,,,2,,1.0,1.0,3.0,94126,145664863347
8,730,,2.0,2.0,,7000.0,7000.0,1.0,1.0,0,,5.0,5.0,6.0,94103,1464819165198
8,350,,30.0,30.0,,88000.0,88000.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1463358164586
8,1035,,5.0,5.0,,4000.0,4000.0,,,2,,3.0,3.0,6.0,94103,1459329164356
8,1335,306.0,4.0,4.0,,10000.0,21200.0,16.0,16.0,2,,5.0,5.0,3.0,94109,145545073077
8,220,,22.0,22.0,,15002.0,15002.0,,,2,,1.0,1.0,3.0,94104,146601066168
8,1415,,2.0,2.0,,25000.0,35000.0,10.0,0.0,2,,5.0,5.0,6.0,94103,1469375156582
8,350,,2.0,2.0,,1200000.0,891000.0,0.0,0.0,2,,3.0,3.0,2.0,94115,1455261490502
8,3000,,,4.0,,25000.0,0.0,0.0,5.0,2,,,5.0,2.0,94109,1465952347385
8,896,,,3.0,,2000.0,2000.0,,2.0,2,,,5.0,10.0,94107,1454092504101
8,575,,40.0,40.0,,1250.0,1250.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1460795507760
8,1,,11.0,11.0,,90000.0,90000.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1463720164604
8,2503,,3.0,3.0,,7000.0,15000.0,2.0,2.0,2,,5.0,5.0,3.0,94133,1464673347566
8,1801,,0.0,3.0,,5000.0,19000.0,0.0,1.0,2,,,5.0,2.0,94115,146085488292
8,690,,39.0,39.0,,75000.0,100000.0,486.0,486.0,0,,1.0,1.0,6.0,94105,1466419501050
8,615,,1.0,1.0,,100000.0,100000.0,,,2,,5.0,5.0,10.0,94124,1463395180779
8,759,,1.0,1.0,,1.0,1.0,,,2,,3.0,3.0,6.0,94107,1453908387848
8,690,,5.0,5.0,,11500.0,11500.0,116.0,116.0,2,,1.0,1.0,10.0,94107,1453688495802
8,3,,30.0,30.0,,1.0,20000.0,,,2,,1.0,1.0,3.0,94111,145288463349
8,50,,24.0,24.0,,1000.0,1400.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1451417164587
3,1445,,3.0,3.0,,10000.0,10000.0,8.0,8.0,2,,5.0,5.0,11.0,94112,1449620508307
8,425,,38.0,38.0,,4500.0,4500.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1453514164577
8,50,,42.0,42.0,,6500.0,10001.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1450261164573
8,940,,4.0,4.0,,30000.0,80000.0,20.0,20.0,2,,5.0,5.0,5.0,94117,1452590237157
8,580,0.0,23.0,23.0,,54000.0,54500.0,0.0,0.0,2,,1.0,1.0,3.0,94104,1451420296596
8,4,,40.0,40.0,,1.0,1.0,0.0,0.0,2,,1.0,1.0,3.0,94111,145104963351
8,698,,3.0,3.0,,1.0,1.0,0.0,0.0,2,,1.0,1.0,6.0,94107,1450611373289
8,4,,40.0,40.0,,1.0,1600.0,,,2,,1.0,1.0,3.0,94111,145125563351
8,241,,0.0,5.0,,1.0,1.0,0.0,28.0,2,,,5.0,6.0,94103,1449977156605
8,1550,,12.0,12.0,,1500.0,500.0,0.0,0.0,2,,1.0,1.0,9.0,94103,1449248168058
8,735,,4.0,4.0,,1.0,1.0,,,2,,3.0,3.0,3.0,94111,145292462223
8,575,,7.0,7.0,,10000.0,0.0,36.0,36.0,2,,2.0,2.0,5.0,94117,1450685237376
8,637,,6.0,6.0,,2750.0,2750.0,224.0,224.0,2,,1.0,1.0,6.0,94107,1452609504857
8,2660,,6.0,6.0,,15300.0,15000.0,259.0,259.0,2,,3.0,3.0,10.0,94107,1453515506013
8,3400,,3.0,3.0,,2400.0,1600.0,170.0,170.0,2,,3.0,3.0,2.0,94123,145189571215
8,482,,3.0,3.0,,1.0,1.0,4.0,4.0,2,,5.0,5.0,5.0,94102,144920382023
8,425,,38.0,38.0,,3000.0,3000.0,,,2,,1.0,1.0,6.0,94105,1452680164577
8,301,,23.0,23.0,,6750.0,6750.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1453677165667
8,199,0.0,28.0,28.0,,1.0,1.0,,,2,,1.0,1.0,6.0,94105,1451891480611
8,3821,,4.0,4.0,,5000.0,100000.0,1.0,1.0,2,,5.0,5.0,2.0,94118,145152686246
8,394,,5.0,5.0,,400000.0,544000.0,,,2,,3.0,3.0,3.0,94111,145095261372
8,1011,,0.0,0.0,,2500.0,2500.0,0.0,0.0,0,,,,10.0,94107,1086858170924
3,999,,4.0,4.0,,350000.0,1785345.0,,,2,,2.0,2.0,6.0,94103,1452979167593
8,655,,25.0,25.0,,92571.0,92600.0,,,2,,1.0,1.0,3.0,94111,144967462300
8,660,,4.0,4.0,,188090.0,188090.0,,,2,,3.0,3.0,6.0,94107,1451075167690
8,750,,7.0,7.0,,300.0,300.0,,,2,,1.0,1.0,3.0,94111,145237061386
8,1800,,4.0,4.0,,510.0,510.0,0.0,0.0,2,,1.0,1.0,8.0,94102,145052483709
8,901,,4.0,4.0,,125000.0,125000.0,0.0,0.0,2,,2.0,2.0,2.0,94109,144324780462
8,450,,26.0,26.0,,1.0,0.0,,,2,,1.0,1.0,3.0,94108,144901766980
8,220,,33.0,33.0,,20000.0,20000.0,,,2,,2.0,2.0,3.0,94104,144849266168
8,50,,24.0,24.0,,350000.0,350000.0,,,2,,1.0,1.0,6.0,94105,1445369164587
8,101,,4.0,4.0,,20000.0,35000.0,,,2,,3.0,3.0,6.0,94103,1443630497323
8,84,,3.0,3.0,,2500.0,10500.0,6.0,6.0,2,,5.0,5.0,6.0,94103,1441821165408
8,1240,,1.0,1.0,,20000.0,20000.0,,,2,,5.0,5.0,10.0,94107,1445935382562
8,1,,27.0,27.0,,1.0,1.0,,,2,,1.0,1.0,6.0,94105,1448981164605
8,3875,,4.0,4.0,,45000.0,117000.0,12.0,12.0,2,,5.0,5.0,8.0,94114,1442527247868
8,135,,5.0,5.0,,40000.0,50000.0,,,2,,1.0,1.0,6.0,94107,1443685167874
8,1455,,,,,5000.0,5000.0,,,2,,,,6.0,94158,1448412504722
8,501,,7.0,7.0,,15000.0,15000.0,0.0,0.0,2,,1.0,1.0,6.0,94107,1441412362134
8,101,,48.0,48.0,,10000.0,10000.0,,,2,,1.0,1.0,3.0,94111,144658466081
8,44,,44.0,44.0,,128073.0,199000.0,,,2,,1.0,1.0,3.0,94104,144755767101
8,901,,2.0,2.0,,121853.0,121853.0,,,2,,3.0,3.0,10.0,94124,1442514504038
8,300,0.0,27.0,27.0,,19500.0,19500.0,,,2,,1.0,1.0,3.0,94111,1442304296183
8,580,0.0,27.0,27.0,,1300000.0,1300000.0,,,2,,1.0,1.0,3.0,94104,1447390296596
8,475,,3.0,3.0,,4800.0,4800.0,0.0,0.0,2,,2.0,2.0,9.0,94103,1447918158073
8,2800,,3.0,3.0,,2500.0,2500.0,,,2,,3.0,3.0,3.0,94133,144578256169
8,1,,27.0,27.0,,1020.0,1020.0,,,2,,1.0,1.0,6.0,94105,1448306164604
8,301,,23.0,23.0,,6500.0,6500.0,,,2,,1.0,1.0,6.0,94105,1445331165667
8,555,0.0,52.0,52.0,,49100.0,49100.0,0.0,0.0,2,,1.0,1.0,3.0,94104,1447789298587
8,345,,3.0,3.0,,100000.0,120000.0,0.0,0.0,2,,3.0,3.0,6.0,94103,1445359166421
8,8,,7.0,7.0,,3900.0,3900.0,,,2,,1.0,1.0,3.0,94111,1440905374477
8,450,,26.0,26.0,,1.0,12000.0,,,2,,1.0,1.0,3.0,94108,144185966980
8,201,,30.0,30.0,,1.0,1.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1443823164647
8,150,,23.0,23.0,,121000.0,121000.0,,,2,,1.0,1.0,3.0,94111,144910463369
8,2405,,4.0,4.0,,1.0,8000.0,,,2,,2.0,2.0,10.0,94107,1443395474572
8,1,,43.0,43.0,,5000.0,40000.0,,,2,,1.0,1.0,6.0,94105,1443764164605
8,170,16.0,2.0,2.0,,250000.0,250000.0,53.0,53.0,2,,5.0,5.0,3.0,94111,1447395500102
8,350,0.0,22.0,22.0,,50000.0,60000.0,0.0,0.0,2,,1.0,1.0,3.0,94104,1445262297063
8,250,,15.0,15.0,,510000.0,510000.0,0.0,0.0,2,,1.0,1.0,3.0,94104,144705666174
8,150,,18.0,18.0,,250000.0,250000.0,,,2,,1.0,1.0,6.0,94105,1449107164642
8,250,,16.0,16.0,,1200.0,1200.0,0.0,0.0,2,,1.0,1.0,3.0,94104,144181166176
8,839,,6.0,6.0,,1500.0,1500.0,50.0,50.0,2,,1.0,1.0,3.0,94109,1444395233524
8,2,,30.0,30.0,,1.0,1.0,0.0,0.0,2,,1.0,1.0,3.0,94111,144850263348
8,1353,0.0,4.0,4.0,,4000.0,4000.0,30.0,30.0,2,,5.0,5.0,7.0,94122,1443784397206
8,1450,,0.0,13.0,,1.0,10000.0,0.0,69.0,2,,,1.0,2.0,94109,1447899465248
8,3756,,3.0,3.0,,15000.0,15000.0,1.0,1.0,2,,5.0,5.0,2.0,94118,144458485537
8,50,,42.0,42.0,,99000.0,99000.0,,,2,,1.0,1.0,6.0,94105,1444562164581
8,1060,,4.0,4.0,,30000.0,30000.0,12.0,12.0,2,,5.0,5.0,3.0,94109,144609763783
8,299,,2.0,2.0,,200000.0,200000.0,0.0,0.0,2,,2.0,2.0,6.0,94103,1445383470259
8,1355,,11.0,11.0,,1530.0,1530.0,,,2,,1.0,1.0,6.0,94103,1447637347127
8,3400,,3.0,3.0,,30000.0,30000.0,170.0,170.0,2,,3.0,3.0,2.0,94123,144502371215
8,600,0.0,48.0,48.0,,250000.0,250000.0,0.0,0.0,2,,1.0,1.0,3.0,94111,1442960296199
8,235,,25.0,25.0,,24000.0,35000.0,,,2,,1.0,1.0,3.0,94104,144845566161
8,2,,30.0,30.0,,5710.0,5710.0,,,2,,1.0,1.0,3.0,94111,144602663348
8,44,,42.0,42.0,,2700.0,2700.0,,,2,,1.0,1.0,3.0,94104,144659267101
8,555,0.0,34.0,34.0,,30000.0,30000.0,0.0,0.0,2,,1.0,1.0,6.0,94105,1442468394511
8,939,,8.0,8.0,,35000.0,35000.0,,,2,,1.0,1.0,2.0,94109,144820480758
8,795,,6.0,6.0,,25000.0,25000.0,,,2,,1.0,1.0,6.0,94107,1443455349317
8,1395,,,8.0,,12000.0,12200.0,,256.0,2,,,1.0,10.0,94107,1442435289308
8,255,,14.0,14.0,,17000.0,17000.0,0.0,0.0,2,,1.0,1.0,3.0,94111,143882566077
8,560,,2.0,2.0,,9480.0,9840.0,0.0,0.0,2,,1.0,1.0,3.0,94111,1436690387543
8,3016,,3.0,3.0,,10000.0,10000.0,15.0,15.0,2,,5.0,5.0,2.0,94115,1436763238391
8,22,,17.0,17.0,,13252.0,13252.0,,,2,,1.0,1.0,6.0,94103,1440797497172
8,1865,,3.0,3.0,,1.0,4000.0,6.0,6.0,2,,5.0,5.0,5.0,94115,1436874377385
8,1707,,2.0,2.0,,50000.0,60000.0,3.0,3.0,2,,5.0,5.0,3.0,94133,1587194279523
3,750,,0.0,0.0,,27000.0,27000.0,0.0,0.0,2,,1.0,1.0,5.0,94102,1067438449304
8,1781,,3.0,1.0,,1.0,1.0,12.0,12.0,2,,5.0,5.0,5.0,94115,1436824503769
8,1,1.0,12.0,12.0,,180000.0,180000.0,239.0,239.0,2,,1.0,1.0,2.0,94109,143767179578
8,1119,,3.0,1.0,,1.0,1.0,18.0,18.0,2,,5.0,5.0,5.0,94115,1436837503808
8,2,,30.0,30.0,,13750.0,14000.0,0.0,0.0,2,,1.0,1.0,3.0,94111,143693163348
3,851,0.0,2.0,2.0,,10000.0,77000.0,,,2,,3.0,3.0,2.0,94109,1438751466849
8,1859,,3.0,3.0,,1.0,4000.0,12.0,12.0,2,,5.0,5.0,5.0,94115,1436873503917
8,475,0.0,21.0,21.0,,4725.0,4725.0,,,2,,1.0,1.0,3.0,94111,1438605296673
8,1755,,3.0,1.0,,1.0,1.0,12.0,12.0,2,,5.0,5.0,5.0,94115,1436827503778
8,2060,,,9.0,,1.0,1.0,,127.0,2,,,1.0,9.0,94110,1598358510147
8,165,,8.0,8.0,,400000.0,400000.0,131.0,131.0,2,,3.0,3.0,6.0,94105,1593313249111
8,1155,,2.0,2.0,,1.0,4000.0,3.0,3.0,2,,5.0,5.0,5.0,94115,1436867503867
8,1739,,3.0,1.0,,1.0,1.0,18.0,18.0,2,,5.0,5.0,5.0,94115,1436831503795
8,3605,0.0,3.0,3.0,,30000.0,30000.0,20.0,20.0,2,,5.0,5.0,9.0,94110,1440372398256
8,555,,52.0,52.0,,712000.0,250000.0,,,2,,1.0,1.0,3.0,94104,1595838508546
8,229,14.0,18.0,18.0,,18400.0,18400.0,103.0,103.0,2,,1.0,1.0,6.0,94107,1438017395282
