Permit Number,Permit Type,Permit Type Definition,Permit Creation Date,Block,Lot,Street Number,Street Number Suffix,Street Name,Street Suffix,Unit,Unit Suffix,Description,Current Status,Current Status Date,Filed Date,Issued Date,Completed Date,First Construction Document Date,Structural Notification,Number of Existing Stories,Number of Proposed Stories,Voluntary Soft-Story Retrofit,Fire Only Permit,Estimated Cost,Revised Cost,Existing Use,Existing Units,Proposed Use,Proposed Units,Plansets,TIDF Compliance,Existing Occupancy,Proposed Occupancy,Existing Construction Type,Existing Construction Type Description,Proposed Construction Type,Proposed Construction Type Description,Site Permit,Last Permit Activity Date,Application Submission Method,ADU,Primary Address Flag,Supervisor District,Neighborhoods - Analysis Boundaries,Zipcode,Location,Point Source,Record ID,data_as_of,data_loaded_at
201509046187,8,otc alterations permit,09/04/2015,3783,009,650,,Townsend,St,,,fire alarm ti for concourse level. relcoate (e) speaker/strobe to new location. maher na,complete,11/20/2015 03:11:29 PM,09/04/2015 09:31:54 AM,09/04/2015 11:00:10 AM,11/20/2015 03:11:29 PM,,,6,6,,Y,1000,600,office,0,office,0,2,,"B,M","B,M",1,constr type 1,1,constr type 1,,09/04/2015 10:58:16 AM,in-house,N,Y,6,South of Market,94103,POINT (-122.40332 37.77071),eas_address_point,1394622348556,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201508063581,8,otc alterations permit,08/06/2015,0708,021,1489,,Webster,St,,,#903 - interior work: install half wall divider to add 1 bedroom.  maher na,complete,10/21/2015 02:57:36 PM,08/06/2015 02:12:03 PM,08/14/2015 10:49:37 AM,10/21/2015 02:57:36 PM,,,14,14,,,800,1000,apartments,156,apartments,156,2,,"R-2,B,M","R-2,B,M",1,constr type 1,1,constr type 1,,08/14/2015 10:47:23 AM,in-house,N,Y,5,Western Addition,94115,POINT (-122.43201 37.783894),eas_address_point,139119379983,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201904087327,8,otc alterations permit,04/08/2019,3705,042,865,,Market,St,,,"space 124: adding 2 smk det, 4 speaker/strobes and 3 control; modules in fire alarm system on 1st fl ref 201901241183 maher na",complete,05/20/2019 05:13:31 PM,04/08/2019 08:14:53 AM,04/08/2019 10:40:50 AM,05/20/2019 05:13:31 PM,,,9,9,,Y,6654,6654,retail sales,,retail sales,,2,,"B,M,A-2","B,M,A-2",1,constr type 1,1,constr type 1,,04/08/2019 10:39:29 AM,in-house,N,Y,6,South of Market,94103,POINT (-122.40716 37.783947),eas_address_point,1547599164435,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201904258949,8,otc alterations permit,04/25/2019,3741,032,201,,Spear,St,,,"replace 13 pendent sprinklers with upright sprinklers. add 4 pendent sprinklers form plugs, relocate 7 pendent sprinklers. ref 201812198821 maher na",complete,10/02/2019 03:44:57 PM,04/25/2019 12:02:54 PM,04/25/2019 02:10:24 PM,10/02/2019 03:44:57 PM,,,18,18,,Y,11000,11000,food/beverage hndlng,,food/beverage hndlng,,2,,B,B,1,constr type 1,1,constr type 1,,04/25/2019 02:07:20 PM,in-house,N,Y,6,Financial District/South Beach,94105,POINT (-122.39179 37.791183),eas_address_point,1549938165689,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201905291887,8,otc alterations permit,05/29/2019,8727,008,1800,,Owens,St,,,"sector 3 level 8 - first time tenant. non load bearing partitions, ceiling, light fixtures, doors & frames, millwork and finishes  maher na",complete,09/14/2022 12:49:53 PM,05/29/2019 12:12:35 PM,07/18/2019 10:33:18 AM,09/14/2022 12:49:53 PM,,,12,12,,,3101962,3101962,office,,office,,2,,"B,M,A-2,A-3,S-1","B,M,A-2,A-3,S-1",1,constr type 1,1,constr type 1,,07/18/2019 10:29:01 AM,in-house,N,Y,6,Potrero Hill,94158,POINT (-122.39259 37.765152),eas_address_point,1554091508133,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201509258039,8,otc alterations permit,09/25/2015,0289,004,1,,Sansome,St,,,"37th flr: fire sprinklers - relocate 39, add 7 ref pa 2015 0904 6182 maher na",issued,09/25/2015 10:12:03 AM,09/25/2015 07:55:02 AM,09/25/2015 10:12:03 AM,,,,42,42,,Y,23830,23830,office,,office,,2,,B,B,1,constr type 1,1,constr type 1,,09/25/2015 10:09:59 AM,in-house,N,Y,3,Financial District/South Beach,94104,POINT (-122.40094 37.790485),eas_address_point,139707667086,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201904258920,8,otc alterations permit,04/25/2019,0264,004,1,,California,St,,,"non structural demo only. demolish (e) partitions, door, millwork, furnishings & equip. remove all electrical from demoed walls. per ab-017. mep/fire/life safety under sep permit. maher na",complete,09/30/2019 02:35:07 PM,04/25/2019 09:26:58 AM,04/29/2019 12:13:25 PM,09/30/2019 02:35:07 PM,,,32,32,,,24000,56000,office,,office,,2,,"B,M,S-2","B,M,S-2",1,constr type 1,1,constr type 1,,04/29/2019 12:10:23 PM,in-house,N,Y,3,Financial District/South Beach,94111,POINT (-122.39704 37.793213),eas_address_point,154989366082,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201509156971,8,otc alterations permit,09/15/2015,0930,019,2490,,Chestnut,St,0,,"soft story at the 1st floor, including addition of a steel moment frame and simpson strong walls. maher na",complete,04/15/2016 02:43:00 PM,09/15/2015 10:37:00 AM,09/21/2015 11:07:05 AM,04/15/2016 02:43:00 PM,,,4,4,,,100000,100000,apartments,18,apartments,18,2,,R-2,R-2,5,wood frame (5),5,wood frame (5),,09/21/2015 11:02:37 AM,in-house,N,Y,2,Marina,94123,POINT (-122.44427 37.79996),eas_address_point,1395694396581,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201508174390,8,otc alterations permit,08/17/2015,4591C,068,501,,Hudson,Av,,,"6 evac signs, for all floors maher na",complete,02/23/2016 09:17:13 AM,08/17/2015 08:55:40 AM,08/17/2015 12:20:28 PM,02/23/2016 09:17:13 AM,,,,3,,Y,750,1800,vacant lot,,apartments,9,2,,,"R-2,U",,,5,wood frame (5),,08/17/2015 11:15:39 AM,in-house,N,Y,10,Bayview Hunters Point,94124,POINT (-122.36833 37.7286),eas_address_point,1392242500232,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201509116783,8,otc alterations permit,09/11/2015,3553,014,2948,,16th,St,,,"pdr1-g zoning okay  change of occupancy load, establish legal use. maher na",filed,09/11/2015 03:01:57 PM,09/11/2015 03:01:57 PM,,,,,4,4,,,1,1,office,,public assmbly other,,2,,B,A-3,3,constr type 3,3,constr type 3,,05/18/2016 01:55:35 PM,in-house,N,Y,9,Mission,94103,POINT (-122.41844 37.76529),eas_address_point,1395447388040,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201509217538,8,otc alterations permit,09/21/2015,0296,100,490,,Post,St,1152,,"11/f, suites 1150 & 1152: ti for 1195 sq ft medical office, new interior partitions for business office, exam rooms, medical support areas, casework, finishes and related electrical & plumbing work. maher na",complete,12/23/2015 02:42:01 PM,09/21/2015 11:54:31 AM,09/25/2015 09:48:55 AM,12/23/2015 02:42:01 PM,,,17,17,,,120000,120000,clinics-medic/dental,0,clinics-medic/dental,0,2,,B,B,1,constr type 1,1,constr type 1,,09/25/2015 09:45:43 AM,in-house,N,,3,Nob Hill,94102,POINT (-122.40983 37.78831),eas_address_point,1396421498903,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201508214933,8,otc alterations permit,08/21/2015,3727,120,1167,,Mission,St,,,2nd flr: as builts to pa 2015 0413 1315 - install wall mount strobe light in the conference room due to the install of new movable partition. maher na,issued,08/21/2015 11:52:43 AM,08/21/2015 10:09:28 AM,08/21/2015 11:52:43 AM,,,,4,4,,Y,1,1,office,,office,,2,,"B,M,S-2","B,M,S-2",3,constr type 3,3,constr type 3,,08/21/2015 11:47:04 AM,in-house,N,Y,6,South of Market,94103,POINT (-122.4122 37.77774),eas_address_point,1392974165062,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201509167144,8,otc alterations permit,09/16/2015,3708,096,55,,02nd,St,0,,"3rd floor: provide cubicles, add two  offices, provide i.t. room. minor lighting modifications, install 2 water cooled heat pump, provide power to servers. maher na",complete,04/01/2016 02:33:11 PM,09/16/2015 12:02:01 PM,10/07/2015 08:01:11 AM,04/01/2016 02:33:11 PM,,,24,24,,,190000,190000,office,,office,,2,,"B,M","B,M",1,constr type 1,1,constr type 1,,10/07/2015 07:58:17 AM,in-house,N,Y,6,Financial District/South Beach,94105,POINT (-122.40042 37.788788),eas_address_point,1395906394477,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201509086367,8,otc alterations permit,09/08/2015,3915,001,101,,Henry Adams,St,,,ti for ste 101. install non-load bearing partition walls for show room. maher na,complete,02/23/2016 02:51:07 PM,09/08/2015 11:35:24 AM,09/10/2015 09:09:44 AM,02/23/2016 02:51:07 PM,,,4,4,,,20000,20000,retail sales,0,retail sales,0,2,,"B,M","B,M",3,constr type 3,3,constr type 3,,09/10/2015 09:07:39 AM,in-house,N,Y,6,Mission Bay,94103,POINT (-122.40352 37.76811),eas_address_point,1394842168013,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201509096529,8,otc alterations permit,09/09/2015,0975,018,3015,,Pacific,Av,,,revision to bpa 2001-1030-2060 which shows an elevator that was never installed. shaft converted to closets on each floor. closets already inspected and signed off. maher na,complete,09/29/2015 07:56:29 AM,09/09/2015 03:23:17 PM,09/10/2015 03:25:13 PM,09/29/2015 07:56:29 AM,,,3,3,,,1,1,1 family dwelling,1,1 family dwelling,1,2,,R-3,R-3,5,wood frame (5),5,wood frame (5),,09/10/2015 03:19:37 PM,in-house,N,Y,2,Pacific Heights,94115,POINT (-122.445 37.79178),eas_address_point,139509385694,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201509237764,8,otc alterations permit,09/23/2015,0438A,031A,104,,Retiro,Wy,,,installation of fire sprinkler system throughout r-3 residence per nfpa-13 and 2-inch underground with a 2-inch combination fire meter. maher na,complete,07/13/2016 03:38:38 PM,09/23/2015 08:47:52 AM,09/23/2015 01:37:17 PM,07/13/2016 03:38:38 PM,,,3,3,,Y,30000,30000,1 family dwelling,1,1 family dwelling,1,2,,R-3,R-3,5,wood frame (5),5,wood frame (5),,09/23/2015 01:34:56 PM,in-house,N,Y,2,Marina,94123,POINT (-122.438 37.805416),eas_address_point,139671770425,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201905291885,8,otc alterations permit,05/29/2019,8727,008,1800,,Owens,St,,,"sector 1 level 5 - first time tenant. non load bearing partitions, ceiling, light fixtures, doors & frames, millwork and finishes  maher na",complete,10/07/2021 02:15:51 PM,05/29/2019 12:09:58 PM,07/18/2019 10:44:18 AM,10/07/2021 02:15:51 PM,,,12,12,,,2530111,2530111,office,,office,,2,,"B,M,A-2,A-3,S-1","B,M,A-2,A-3,S-1",1,constr type 1,1,constr type 1,,07/18/2019 10:41:09 AM,in-house,N,Y,6,Potrero Hill,94158,POINT (-122.39259 37.765152),eas_address_point,1554087508133,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201904016725,8,otc alterations permit,04/01/2019,3749,062,303,,02nd,St,,,electrical t-24 4th flr bmp ref 201810123050 maher na,issued,04/01/2019 08:46:58 AM,04/01/2019 07:34:10 AM,04/01/2019 08:46:58 AM,,,,10,10,,,1500,1500,office,,office,,2,,"A-2,B","A-2,B",1,constr type 1,1,constr type 1,,04/01/2019 08:40:45 AM,in-house,N,Y,6,Financial District/South Beach,94105,POINT (-122.39557 37.785294),eas_address_point,1546770347172,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201508073649,8,otc alterations permit,08/07/2015,0262,020,100,,Pine,St,,,"4th floor suite 400: non-structural demo. new non-structural partitions, ceiling lighting, elect, finishes & millwork. mech & elect under the same permit - no structural work included in scope. life safety & sprinkler to be design build under sep permit.  maher na",complete,03/02/2016 12:18:18 PM,08/07/2015 10:11:23 AM,08/12/2015 09:27:58 AM,03/02/2016 12:18:18 PM,,,33,33,,,563520,563520,office,0,office,0,2,,B,B,1,constr type 1,1,constr type 1,,08/12/2015 09:23:40 AM,in-house,N,Y,3,Financial District/South Beach,94111,POINT (-122.39897 37.79264),eas_address_point,139128066079,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201508275416,8,otc alterations permit,08/27/2015,3707,016,90,,New Montgomery,St,,,2nd floor: revision to 2015 0515 6512 - a reduction in scope of work. removing womens room power assist actuator as cost exceeds 20% of construction cost. power actuator in mens room to remain in scope of work.  maher na,complete,08/10/2016 08:05:59 AM,08/27/2015 09:41:54 AM,09/09/2015 09:53:15 AM,08/10/2016 08:05:59 AM,,,15,15,,,1,1,office,,office,,2,,B,B,1,constr type 1,1,constr type 1,,09/09/2015 09:44:41 AM,in-house,N,Y,6,Financial District/South Beach,94105,POINT (-122.40093 37.787422),eas_address_point,1393610164483,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201509237859,8,otc alterations permit,09/23/2015,3763,001,400,,02nd,St,,,"basement: fire alarm ti 2015 0708 0943 - install 12 ceiling mount horn strobes, 3 ceiling mount storbes, 2 smoke det, 1 dula monitor module, 2 control relay modules and 1 booster panel.  maher na",issued,09/23/2015 03:51:13 PM,09/23/2015 02:24:05 PM,09/23/2015 03:51:13 PM,,,,6,6,,Y,8400,10200,office,,office,,2,,B,B,2,constr type 2,2,constr type 2,,09/23/2015 03:47:46 PM,in-house,N,Y,6,Financial District/South Beach,94107,POINT (-122.39523 37.783897),eas_address_point,1396831360024,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201509116743,8,otc alterations permit,09/11/2015,3735,063,222,,02nd,St,,,"fire only permit, add 48 speaker/strobes, 1 speaker, 1 duct detector and 1 monitoring module due to t.i. on 10/f. t.i. pa# 201507131285. n/a ordinance #155-13",complete,03/28/2016 06:04:15 AM,09/11/2015 11:42:40 AM,09/11/2015 01:41:11 PM,03/28/2016 06:04:15 AM,,,,26,,Y,30000,30000,vacant lot,0,office,0,2,,NA,B,,,1,constr type 1,,09/11/2015 01:34:53 PM,in-house,N,Y,6,Financial District/South Beach,94105,POINT (-122.39823 37.78632),eas_address_point,1395388165594,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201508255162,8,otc alterations permit,08/25/2015,3744,005,2,,Harrison,St,,,"2nd flr: fire sprinkler ti - add 7 heads, relocate 46 heads, ref pa 2015 0710 1229  maher na",complete,10/15/2015 04:24:48 PM,08/25/2015 07:50:41 AM,08/25/2015 10:06:28 AM,10/15/2015 04:24:48 PM,,,6,6,,Y,13000,13000,office,,office,,2,,B,B,1,constr type 1,1,constr type 1,,08/25/2015 10:02:53 AM,in-house,N,Y,6,Financial District/South Beach,94105,POINT (-122.389755 37.789803),eas_address_point,1393261249323,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201509025946,8,otc alterations permit,09/02/2015,4912,016,1439,,Egbert,Av,,B,unit b & c: expansion and renovation of the (e) fire spinkler system - 82 added sprinklers. maher na,withdrawn,12/01/2015 02:08:20 PM,09/02/2015 12:01:11 PM,,,,,1,1,,Y,41000,0,manufacturing,,manufacturing,,2,,"B,F-2","B,F-2",5,wood frame (5),5,wood frame (5),,12/01/2015 02:07:44 PM,in-house,N,Y,10,Bayview Hunters Point,94124,POINT (-122.39367 37.72279),eas_address_point,1394325498821,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201509036020,8,otc alterations permit,09/03/2015,3713,007,1,,Market,St,,,13th flr: mep ref pa 2015 0806 3547 - adding fsd's for horitontal exit that was created. life safety deffered. maher na,complete,05/16/2016 11:33:43 AM,09/03/2015 07:55:52 AM,09/03/2015 10:16:30 AM,05/16/2016 11:33:43 AM,,,42,42,,,1,1,office,0,office,0,2,,"B,M","B,M",1,constr type 1,1,constr type 1,,09/03/2015 10:12:23 AM,in-house,N,Y,6,Financial District/South Beach,94105,POINT (-122.39499 37.793983),eas_address_point,1394412164605,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201508174385,8,otc alterations permit,08/17/2015,3718,026,201,,Mission,St,,,"9th fr: suite 900 - ti. updating breakroom with new cabinets and finishes. consturcting walls for new office and minor ele work.  f/a, sprinklers under separate permit. maher na",complete,04/29/2016 02:52:56 PM,08/17/2015 08:43:20 AM,08/26/2015 12:12:26 PM,04/29/2016 02:52:56 PM,,,30,30,,,482844,482844,office,,office,,2,,B,B,1,constr type 1,1,constr type 1,,08/26/2015 12:06:11 PM,in-house,N,Y,6,Financial District/South Beach,94105,POINT (-122.39477 37.791035),eas_address_point,1392237164647,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201509308414,8,otc alterations permit,09/30/2015,0268,008,220,,Montgomery,St,,,ste 950 mechanical for ti ref pa 2015-0304-9975. maher na,filed,09/30/2015 09:40:57 AM,09/30/2015 09:40:57 AM,,,,,22,22,,,100000,0,office,0,office,0,2,,B,B,1,constr type 1,1,constr type 1,,09/30/2015 11:14:33 AM,in-house,N,Y,3,Financial District/South Beach,94104,POINT (-122.40199 37.791317),eas_address_point,139758666168,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201508053428,8,otc alterations permit,08/05/2015,0728,093,1310,D,Scott,St,40,,replace (8) windows with double pane milgard vinyl visible from the street. maher na,complete,10/29/2015 08:28:50 AM,08/05/2015 12:55:57 PM,08/13/2015 08:54:53 AM,10/29/2015 08:28:50 AM,,,3,3,,,7600,7600,apartments,8,apartments,8,0,,R-2,R-2,5,wood frame (5),5,wood frame (5),,08/13/2015 08:36:56 AM,in-house,N,Y,5,Western Addition,94115,POINT (-122.437325 37.781948),eas_address_point,139098980626,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201904107659,8,otc alterations permit,04/10/2019,3718,037,250,,Howard,St,,,"19th flr - construction of new non structural partition, acoustical gride & tile & gyp board veilings,., light fixtures, millwork and finishes.  maher na",complete,07/22/2021 01:54:52 PM,04/10/2019 02:12:02 PM,05/01/2019 03:36:02 PM,07/22/2021 01:54:52 PM,,,45,45,,,1800000,1800000,office,,office,,2,,"B,S-2,M,A-2,A-3","B,S-2,M,A-2,A-3",1,constr type 1,1,constr type 1,,05/01/2019 03:31:03 PM,in-house,N,Y,6,Financial District/South Beach,94105,POINT (-122.394 37.7904),eas_address_point,1548082509623,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201906062715,8,otc alterations permit,06/06/2019,6728,011,536,,Laidley,St,,,"work for 201700084 revision only to foundation permit 201806262966 at garage face, remove from design new wall btw 2 new garage doors to match planning-approved design for 1 new large garage door in permit no 201712186757 maher na",filed,06/06/2019 11:36:59 AM,06/06/2019 11:36:59 AM,,,,,2,2,,,1500,0,1 family dwelling,1,1 family dwelling,1,2,,R-3,R-3,5,wood frame (5),5,wood frame (5),,06/06/2019 11:43:14 AM,in-house,N,Y,8,Glen Park,94131,POINT (-122.43156 37.735863),eas_address_point,1555261211478,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201508265330,8,otc alterations permit,08/26/2015,3794,022,135,,Townsend,St,,,"remove (e) non structural, non bearing partition walls. maher na. life safety deferred, if required.",complete,02/21/2017 03:37:15 PM,08/26/2015 11:17:31 AM,01/29/2016 08:19:53 AM,02/21/2017 03:37:15 PM,,,5,5,,,250000,300000,"warehouse,no frnitur",,"warehouse,no frnitur",,2,,S-1,S-1,1,constr type 1,1,constr type 1,,01/29/2016 08:13:10 AM,in-house,N,Y,6,Mission Bay,94107,POINT (-122.391 37.779808),eas_address_point,1393488167874,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201510028642,8,otc alterations permit,10/02/2015,0231,023,2,,Embarcadero Center,,,,"10th, 11th & 14th floors: fire sprinklers ref pa 2015 0722 2117, 2015 0724 2440 10 relocates, 77 heads add 5 delete 16,  relocate 20 heads add 4 remove 11 heads relocate 3 heads maher na",complete,10/30/2015 10:52:47 AM,10/02/2015 08:00:55 AM,10/02/2015 08:52:33 AM,10/30/2015 10:52:47 AM,,,20,20,,Y,55000,55000,office,,office,,2,,B,B,1,constr type 1,1,constr type 1,,10/02/2015 08:49:41 AM,in-house,N,Y,3,Financial District/South Beach,94111,POINT (-122.398474378 37.794798933),parcel_centroid,139787963348,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201509015761,8,otc alterations permit,09/01/2015,4352,001,1301,,Cesar Chavez,St,,,repair of damaged existing fiberglass double wall fuel oil piping because of fuel weep on (e) underground diesel storage tank piping.  maher na,issued,09/02/2015 11:10:22 AM,09/01/2015 08:56:09 AM,09/02/2015 11:10:22 AM,,,,1,1,,,12500,12500,filling/service stn,,filling/service stn,,2,,M,M,2,constr type 2,2,constr type 2,,09/02/2015 10:54:09 AM,in-house,N,Y,10,Bayview Hunters Point,94124,POINT (-122.39081 37.749756),eas_address_point,1394080487094,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201509106585,8,otc alterations permit,09/10/2015,0212,027,1085,,Washington,St,0,,"4th flr, unit #404, #405: add bedrooms, remodel kitchens in both units. maher na",complete,06/10/2016 03:06:38 PM,09/10/2015 11:00:12 AM,09/28/2015 11:15:09 AM,06/10/2016 03:06:38 PM,,,4,4,,,40000,75000,apartments,15,apartments,15,2,,R-2,R-2,5,wood frame (5),5,wood frame (5),,09/28/2015 11:01:14 AM,in-house,N,Y,3,Nob Hill,94108,POINT (-122.41114 37.79437),eas_address_point,1395177297248,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201903286568,8,otc alterations permit,03/28/2019,0867,031,160,,Germania,St,,,install new fire alarm for fire sprinkler monitoring system. ref pa #201708094386,complete,04/17/2019 05:07:03 PM,03/28/2019 02:59:36 PM,04/10/2019 04:01:53 PM,04/17/2019 05:07:03 PM,,,,4,,Y,5000,5000,vacant lot,,1 family dwelling,1,2,,NA,R-3,,,5,wood frame (5),,04/10/2019 03:58:43 PM,in-house,N,Y,5,Hayes Valley,94117,POINT (-122.43112 37.77066),eas_address_point,1546560505674,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201904198482,8,otc alterations permit,04/19/2019,8727,008,1800,,Owens,St,,,"level 4 - sector 4 - first time ti work includes non load bearing partitions, ceiling, light fixtures, doors & frames, millwork & finishes  maher na",complete,10/07/2021 02:15:00 PM,04/19/2019 10:41:53 AM,06/20/2019 01:12:27 PM,10/07/2021 02:15:00 PM,,,12,12,,,1367271,1367271,office,,office,,2,,"B,M,A-2,A-3","B,M,A-2,A-3",1,constr type 1,1,constr type 1,,06/20/2019 01:06:29 PM,in-house,N,Y,6,Potrero Hill,94158,POINT (-122.39259 37.765152),eas_address_point,1549255508133,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201508073647,8,otc alterations permit,08/07/2015,3727,103,1161,,Mission,St,,,"2/f-hvac mechanical work - installation of ductwork, split system vr systems, and refridgerant piping w/controls ref to t.i. pa #2015 0601 7583 & pa #2015 0812 4092 for equipment roof anchorage. maher na",issued,08/17/2015 09:13:02 AM,08/07/2015 10:01:44 AM,08/17/2015 09:13:02 AM,,,,5,5,,,150000,150000,office,,office,,2,,"B,M","B,M",3,constr type 3,3,constr type 3,,08/17/2015 09:06:39 AM,in-house,N,Y,6,South of Market,94103,POINT (-122.411995 37.7779),eas_address_point,1391278165055,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201508053399,8,otc alterations permit,08/05/2015,0011,007,2800,,Leavenworth,St,,,revision to pa 2015 0430 4998: install wifi antennas and associated wifi equipment at the location shown those plans.  maher na at&t wifi,complete,03/10/2016 02:47:56 PM,08/05/2015 11:06:52 AM,01/11/2016 11:56:23 AM,03/10/2016 02:47:56 PM,,,3,3,,,1,2800,office,0,office,0,2,,"B,M","B,M",3,constr type 3,3,constr type 3,,01/11/2016 11:49:10 AM,in-house,N,Y,3,North Beach,94133,POINT (-122.41854 37.80739),eas_address_point,139095756169,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201508285563,8,otc alterations permit,08/28/2015,3709,006A,50,,Fremont,St,,,"demo of portion of 1st & 2nd flr, per ab-017.  no work will be done to the storefront or rated corridor as this will be demolished under a sep permit. maher na",complete,09/11/2017 03:33:31 PM,08/28/2015 12:00:11 PM,08/28/2015 02:37:56 PM,09/11/2017 03:33:31 PM,,,43,43,,,100000,100000,office,,day care center,,2,,"A-2,M,B","A-2,E",1,constr type 1,1,constr type 1,,08/28/2015 02:34:50 PM,in-house,N,Y,6,Financial District/South Beach,94105,POINT (-122.39736 37.790306),eas_address_point,1393811164573,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201509015802,8,otc alterations permit,09/01/2015,0269,001,235,,Montgomery,St,,,"sprinklers- add, remove & relocate fire sprinklers per tenant improvement (2 remove) (3 add), (28 relocate) 16th floor. ref pa 2015-0507-5583. maher na",issued,09/02/2015 09:47:56 AM,09/01/2015 11:28:51 AM,09/02/2015 09:47:56 AM,,,,31,31,,Y,6200,6200,office,0,office,0,2,,B,B,1,constr type 1,1,constr type 1,,09/02/2015 09:45:56 AM,in-house,N,Y,3,Financial District/South Beach,94104,POINT (-122.402626 37.791447),eas_address_point,139413266177,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201508184639,8,otc alterations permit,08/18/2015,0225,004,725,,Grant,Av,,,"2nd floor: install hvac system. install 2 type i hoods, 1 type iii hood with exhaust fan and make up air unit. and t-24 compliance. maher na",issued,09/16/2015 03:47:38 PM,08/18/2015 03:34:43 PM,09/16/2015 03:47:38 PM,,,,3,3,,,50000,100000,food/beverage hndlng,,food/beverage hndlng,,2,,A-2,A-2,3,constr type 3,3,constr type 3,,09/16/2015 03:39:41 PM,in-house,N,Y,3,Chinatown,94108,POINT (-122.40646 37.793728),eas_address_point,139258363218,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201509106575,7,wall or painted sign,09/10/2015,1771,041,1555,,Irving,St,,,"painted sign on stucco ""woodside international school"" maher na",filed,09/10/2015 10:23:20 AM,09/10/2015 10:23:20 AM,,,,,,,,,1,,,,,,2,,,,,,,,,09/10/2015 10:27:42 AM,in-house,N,Y,7,Inner Sunset,94122,POINT (-122.47475 37.76343),eas_address_point,1395165113477,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201509217606,8,otc alterations permit,09/21/2015,0632,002C,2107,,Pierce,St,0,,repair deflected garage door header. maher na,complete,11/10/2015 12:00:41 PM,09/21/2015 03:34:24 PM,09/22/2015 02:56:32 PM,11/10/2015 12:00:41 PM,,,3,3,,,4500,4500,apartments,6,apartments,6,2,,R-2,R-2,5,wood frame (5),5,wood frame (5),,09/22/2015 02:47:15 PM,in-house,N,Y,2,Pacific Heights,94115,POINT (-122.437614 37.789543),eas_address_point,1396516420601,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
201508053426,4,sign - erect,08/05/2015,3781,001A,1045,,Bryant,St,,,install non iluminated letter set on (e) marque.  maher na,complete,02/08/2016 08:25:30 AM,08/05/2015 12:49:24 PM,10/02/2015 11:52:49 AM,02/08/2016 08:25:30 AM,,,3,,,,5000,5000,retail sales,0,,,2,,M,,5,wood frame (5),,,,10/02/2015 11:44:21 AM,in-house,N,Y,6,South of Market,94103,POINT (-122.407326 37.771782),eas_address_point,1390988167584,03/02/2024 11:55:00 PM,03/03/2024 03:32:03 AM
